VALUE,HEIGHT,LEFT,RIGHT,AGE,NATIONALITY,GOAL,ASSIST,MINUTES,SCORINGABILITY,PASS,TACKLE,DRIBBLE,SAVE,CLEANSHEET
64000000,177,0,1,24,0,0.13,0.22,2818,2.7,85.7,40,62.8,0.0,0.0
56000000,185,0,1,30,1,1.11,0.13,2759,6.5,75.6,12,56.6,0.0,0.0
20000,180,0,0,30,1,0.0,0.0,675,-0.2,91.9,8,75.0,0.0,0.0
25000000,185,0,1,29,0,0.32,0.84,2255,-0.3000000000000007,75.3,40,51.1,0.0,0.0
14000000,193,0,1,33,0,0.0,0.0,2970,0.0,88.0,1,50.0,0.748,45.5
16000000,176,0,1,23,1,0.0,0.0,152,0.0,86.9,4,50.0,0.0,0.0
80000,188,1,0,25,1,0.0,0.0,14,0.0,75.0,0,100.0,0.0,0.0
28000000,186,0,1,23,1,0.13,0.13,2790,2.3,87.9,21,53.1,0.0,0.0
15000000,187,0,0,30,1,0.3,0.22,1206,0.20000000000000018,70.9,16,54.5,0.0,0.0
1000000,188,0,0,19,1,0.0,0.0,7,0.0,100.0,0,0.0,0.0,0.0
16000000,176,0,1,21,1,0.0,0.0,6,0.0,81.0,25,0.0,0.0,0.0
90000,175,1,0,20,1,0.0,0.0,72,0.0,75.9,0,0.0,0.0,0.0
48000000,195,0,1,23,0,0.0,0.14,641,-0.2,93.1,4,100.0,0.0,0.0
25000000,181,0,1,24,1,0.14,0.28,638,-0.30000000000000004,87.4,8,63.6,0.0,0.0
3000000,192,0,1,30,0,0.0,0.0,90,0.0,84.6,0,0.0,0.667,0.0
6000000,193,0,1,18,1,1.21,0.0,297,2.1,76.1,2,100.0,0.0,0.0
18000000,180,1,0,21,0,0.12,0.0,735,-0.10000000000000009,85.6,11,65.2,0.0,0.0
1000000,186,0,1,32,0,0.0,0.14,641,-0.1,82.0,1,75.0,0.0,0.0
17000000,184,0,1,28,0,0.11,0.04,2524,1.4,86.9,37,68.4,0.0,0.0
20000000,180,1,0,28,0,0.17,0.17,3163,-1.0,84.0,25,67.6,0.0,0.0
16000000,187,0,1,27,1,0.0,0.0,892,-0.5,89.0,7,88.2,0.0,0.0
25000000,183,0,1,20,1,0.1,0.19,2839,1.8,80.3,45,51.2,0.0,0.0
4000000,192,1,0,30,1,0.06,0.13,1431,0.19999999999999996,86.3,11,80.0,0.0,0.0
32000000,173,1,0,26,1,0.24,0.14,2638,-0.40000000000000036,81.1,26,66.1,0.0,0.0
1000000,187,0,1,32,0,0.0,0.0,377,-0.2,83.2,1,50.0,0.0,0.0
1000000,193,0,1,22,0,0.0,0.0,681,-1.0,89.3,7,57.1,0.0,0.0
3000000,169,1,0,32,1,0.0,0.13,2046,-1.0,84.1,18,78.3,0.0,0.0
14000000,187,0,1,26,0,0.14,0.09,1922,-0.2999999999999998,74.6,5,45.9,0.0,0.0
1500000,181,0,1,38,0,0.35,0.13,2060,2.5,80.4,11,70.7,0.0,0.0
3000000,172,0,1,26,0,0.34,0.0,264,-0.30000000000000004,80.7,4,50.0,0.0,0.0
2000000,170,0,1,23,1,0.0,0.0,194,-0.1,83.1,5,100.0,0.0,0.0
9000000,167,1,0,19,1,0.0,0.0,348,-0.2,74.8,5,66.7,0.0,0.0
16000000,184,0,1,27,1,0.0,0.0,2576,-1.2,91.5,16,66.7,0.0,0.0
3500000,187,0,1,21,0,0.0,0.0,531,0.0,75.3,0,0.0,0.538,20.0
5000000,179,1,0,26,0,0.0,0.16,2265,-2.3,78.5,24,58.5,0.0,0.0
16000000,185,0,1,25,0,0.44,0.13,2031,2.0999999999999996,70.2,10,58.8,0.0,0.0
9000000,184,1,0,23,0,0.07,0.0,1349,-0.10000000000000009,77.3,20,58.8,0.0,0.0
6000000,197,0,1,29,0,0.0,0.0,2887,0.0,73.5,0,0.0,0.686,15.2
8000000,185,0,1,25,1,0.1,0.0,936,0.0,86.0,21,80.0,0.0,0.0
5000000,185,0,1,29,1,0.08,0.0,1175,0.7,91.0,13,77.8,0.0,0.0
4000000,178,0,0,27,0,0.23,0.0,787,0.3999999999999999,75.6,7,63.2,0.0,0.0
2000000,188,0,1,25,0,0.16,0.0,2207,0.7000000000000002,81.9,33,50.0,0.0,0.0
11000000,184,0,1,20,1,0.6,0.13,1354,3.0999999999999996,72.1,9,63.2,0.0,0.0
25000,185,1,0,17,0,0.0,0.0,7,0.0,100.0,0,0.0,0.0,0.0
50000,176,0,1,17,0,0.0,0.0,21,0.0,75.0,1,75.0,0.0,0.0
72500,186,0,1,19,0,0.0,0.0,122,0.0,89.8,1,0.0,0.0,0.0
4000000,188,1,0,26,1,0.0,0.04,2240,-1.1,86.3,35,63.6,0.0,0.0
2000000,182,0,1,28,0,0.0,0.0,185,-0.4,70.0,3,100.0,0.0,0.0
4000000,194,1,0,26,1,0.0,0.0,1006,0.0,79.3,10,34.6,0.0,0.0
15000000,179,0,1,21,1,0.0,0.13,699,-0.5,84.5,16,66.7,0.0,0.0
700,180,0,1,33,1,0.13,0.13,698,0.4,82.4,16,53.8,0.0,0.0
800000,187,0,1,17,1,0.0,0.0,143,-0.1,73.1,1,50.0,0.0,0.0
80000,170,1,0,17,1,0.59,0.0,153,0.7,63.8,0,75.0,0.0,0.0
1800000,179,1,0,27,1,0.09,0.0,1051,0.7,82.4,9,66.7,0.0,0.0
600,185,0,1,35,1,0.07,0.0,2638,1.3,79.1,21,100.0,0.0,0.0
2000000,188,0,1,24,1,0.0,0.18,1507,-0.4,85.0,11,73.3,0.0,0.0
2000000,171,0,1,31,1,0.0,0.0,1784,-0.4,90.7,22,80.0,0.0,0.0
90000,176,0,1,19,1,0.0,0.0,76,0.0,87.9,0,0.0,0.0,0.0
20000000,183,1,0,22,0,0.27,0.2,2681,-0.1999999999999993,62.0,23,53.3,0.0,0.0
40000,176,0,1,37,1,0.25,0.11,2517,-1.4000000000000004,74.1,14,51.9,0.0,0.0
32500,191,1,0,26,1,0.0,0.76,119,-0.3,77.8,1,0.0,0.0,0.0
2000000,182,0,1,29,0,0.09,0.0,1919,0.0,89.5,40,74.1,0.0,0.0
6000000,173,0,1,27,0,0.16,0.12,2269,-5.1,72.5,20,51.7,0.0,0.0
4000000,187,0,1,28,1,0.12,0.0,770,-2.2,67.8,6,78.6,0.0,0.0
3000000,185,0,1,22,1,0.0,0.0,1082,-0.1,84.3,21,74.3,0.0,0.0
5000000,187,0,1,28,1,0.0,0.0,3330,0.0,75.7,0,0.0,0.678,5.4
6000000,187,1,0,19,1,0.12,0.0,760,-0.6000000000000001,72.5,7,41.0,0.0,0.0
6000000,182,0,1,28,0,0.18,0.18,2469,1.2999999999999998,84.0,37,70.7,0.0,0.0
5000000,185,0,1,20,1,0.09,0.17,1051,-1.0,82.0,14,68.4,0.0,0.0
13000000,188,0,1,20,1,0.04,0.11,2528,0.0,83.2,28,63.8,0.0,0.0
6000000,186,0,1,19,0,0.26,0.26,1020,2.1,79.2,18,57.1,0.0,0.0
4000000,184,0,1,23,1,0.0,0.17,536,0.0,86.4,7,50.0,0.0,0.0
7000000,189,0,1,22,1,0.09,0.27,991,0.09999999999999998,78.6,21,78.3,0.0,0.0
90000,188,0,1,19,1,0.0,0.0,62,0.0,79.3,1,0.0,0.0,0.0
3000000,184,1,0,27,1,0.05,0.0,1896,0.30000000000000004,84.0,29,50.0,0.0,0.0
2000000,170,0,1,20,0,0.0,1.07,168,-0.3,78.3,4,33.3,0.0,0.0
1000000,183,0,1,33,0,0.41,0.06,1525,1.4000000000000004,79.9,5,26.7,0.0,0.0
4000000,188,0,1,32,0,0.0,0.0,2520,0.0,71.4,0,100.0,0.698,21.4
2000000,188,0,1,23,1,0.0,0.16,573,0.0,89.2,10,100.0,0.0,0.0
6000000,176,0,1,21,1,0.07,0.07,1357,-1.2999999999999998,74.0,19,61.4,0.0,0.0
8000000,182,0,1,23,1,0.14,0.0,648,0.0,79.4,8,42.3,0.0,0.0
4000000,185,0,1,33,0,0.0,0.0,2183,-0.4,89.5,16,50.0,0.0,0.0
3000000,181,0,1,22,0,0.0,0.09,983,-0.2,76.8,21,64.3,0.0,0.0
45000,181,0,1,17,0,0.0,0.0,45,0.0,94.4,3,66.7,0.0,0.0
6500000,180,0,1,20,1,0.73,0.24,735,2.3,85.0,5,69.6,0.0,0.0
2000000,188,0,1,30,1,0.0,0.12,1488,-0.5,81.9,15,61.1,0.0,0.0
7000000,176,0,1,25,1,0.08,0.12,2211,1.0,90.5,58,84.2,0.0,0.0
7000000,185,1,0,22,0,0.16,0.16,562,-0.30000000000000004,66.4,7,90.9,0.0,0.0
8000000,188,0,1,28,1,0.17,0.0,2173,2.4,87.8,24,71.4,0.0,0.0
2000000,181,0,1,26,1,0.48,0.0,188,0.8,83.9,3,0.0,0.0,0.0
2000000,179,1,0,26,0,0.0,0.0,4,0.0,100.0,0,0.0,0.0,0.0
5000000,182,0,1,28,0,0.27,0.18,1995,1.2999999999999998,72.0,25,46.6,0.0,0.0
8000000,174,0,1,26,1,0.0,0.1,913,-0.3,81.7,19,60.0,0.0,0.0
15000000,185,0,1,19,0,0.0,0.08,1110,-0.8,86.0,18,76.5,0.0,0.0
2500000,185,0,0,26,1,0.33,0.11,1633,2.5,82.4,7,55.9,0.0,0.0
28000000,180,1,0,24,1,0.07,0.07,2503,-0.3999999999999999,88.1,11,100.0,0.0,0.0
14000000,193,1,0,23,1,0.04,0.04,2530,-1.5,74.5,46,51.3,0.0,0.0
24000000,173,1,0,22,1,0.18,0.0,506,0.19999999999999996,67.6,3,52.0,0.0,0.0
16000000,175,0,1,22,0,0.0,0.0,1352,-0.3,77.9,16,81.4,0.0,0.0
9000000,185,0,1,28,0,0.04,0.0,2428,0.30000000000000004,81.3,13,100.0,0.0,0.0
1000000,178,1,0,32,0,0.0,0.0,126,0.0,71.4,0,0.0,0.0,0.0
80000,191,0,1,34,0,0.0,0.0,969,-0.2,78.1,12,57.1,0.0,0.0
17000000,163,0,1,25,1,0.04,0.17,2067,-2.3,68.2,8,43.5,0.0,0.0
2000000,180,0,1,29,0,0.21,0.07,1264,0.8999999999999999,79.4,20,42.9,0.0,0.0
10000000,178,0,1,22,1,0.0,0.0,630,-1.0,79.7,5,57.1,0.0,0.0
4000000,176,0,1,23,0,0.0,0.0,50,0.0,77.3,3,33.3,0.0,0.0
8000000,191,1,0,20,0,0.0,0.0,639,0.0,72.7,6,100.0,0.0,0.0
16000000,187,0,1,27,1,0.27,0.18,2011,-0.5999999999999996,72.7,15,50.8,0.0,0.0
20000000,179,0,1,24,1,0.03,0.07,2703,-0.19999999999999996,79.3,49,75.8,0.0,0.0
8000000,191,0,1,21,1,0.1,0.0,912,0.30000000000000004,85.7,14,50.0,0.0,0.0
12000000,191,0,1,21,0,0.0,0.03,3330,0.0,57.7,0,0.0,0.678,13.5
8000000,183,1,0,26,1,0.0,0.15,2332,-0.3,68.2,42,47.5,0.0,0.0
1000000,190,1,0,22,0,0.0,0.0,241,0.0,70.0,2,66.7,0.0,0.0
7000000,174,0,1,28,0,0.0,0.04,2055,-0.6,79.6,30,50.0,0.0,0.0
12000000,186,0,1,21,0,0.16,0.05,1651,-0.7000000000000002,73.9,10,52.6,0.0,0.0
3000000,180,0,1,23,0,0.0,0.12,1549,-0.3,71.8,13,61.5,0.0,0.0
2000000,183,0,1,29,0,0.38,0.0,712,1.4,71.6,6,61.9,0.0,0.0
1000000,178,1,0,32,0,0.0,0.0,235,0.0,80.3,2,100.0,0.0,0.0
45000,190,0,1,21,0,0.0,0.0,27,-0.4,40.0,0,50.0,0.0,0.0
25000,191,0,1,20,1,0.0,0.0,90,0.0,71.9,0,0.0,0.4,0.0
24000000,180,0,1,27,0,0.25,0.03,2908,-2.0,64.5,12,50.0,0.0,0.0
17000000,173,1,0,22,1,0.38,0.0,1646,2.5,74.5,11,52.6,0.0,0.0
47500,191,0,1,31,0,0.0,0.0,279,0.0,70.7,0,0.0,0.636,25.0
10000,188,0,1,24,0,0.0,0.0,531,0.0,78.5,0,0.0,0.644,0.0
1000000,184,0,1,22,1,0.0,0.0,1380,-3.1,71.1,13,66.7,0.0,0.0
5000000,189,0,1,28,0,0.32,0.0,1404,-2.2,64.7,2,50.0,0.0,0.0
2000000,180,0,1,25,0,0.04,0.04,2152,-1.4,65.2,48,64.7,0.0,0.0
80000,184,0,1,31,1,0.0,0.11,798,-0.6,76.5,5,33.3,0.0,0.0
1000000,197,0,1,27,1,0.12,0.0,2244,1.0,87.8,19,88.9,0.0,0.0
6000000,185,0,1,22,0,0.05,0.0,1838,0.6,85.1,21,66.7,0.0,0.0
30000,185,1,0,26,1,0.0,0.0,5,0.0,66.7,0,0.0,0.0,0.0
40000,182,0,1,32,0,0.1,0.0,1869,0.7,79.3,15,63.2,0.0,0.0
4000000,180,0,1,28,0,0.37,0.11,1684,0.40000000000000036,69.0,7,53.8,0.0,0.0
30000,187,0,1,36,0,0.0,0.0,389,0.0,84.8,8,100.0,0.0,0.0
4000000,197,0,1,26,1,0.0,0.0,2610,0.0,67.5,0,0.0,0.709,17.2
3000000,191,0,1,23,0,0.0,0.0,115,-0.1,78.4,0,100.0,0.0,0.0
20000,188,1,0,21,0,0.0,0.0,972,-0.2,82.4,5,0.0,0.0,0.0
1000000,183,1,0,26,0,0.0,0.0,1270,-0.3,71.5,9,48.0,0.0,0.0
1500000,185,0,1,23,1,0.0,0.04,2548,-0.4,81.8,29,94.7,0.0,0.0
300,183,0,1,34,0,0.0,0.0,89,-0.4,65.5,0,40.0,0.0,0.0
80000,175,0,1,23,0,0.0,0.0,26,0.0,75.0,0,100.0,0.0,0.0
2000000,189,0,1,22,1,0.0,0.0,555,-1.3,76.5,8,69.2,0.0,0.0
50000,186,0,1,17,0,0.1,0.0,917,0.9,84.8,11,84.6,0.0,0.0
1000000,178,0,1,32,0,0.05,0.16,1723,-1.1,79.9,16,64.4,0.0,0.0
1000000,176,0,1,26,0,0.0,0.09,3168,-0.6,73.4,60,55.1,0.0,0.0
20000,183,0,1,21,0,0.14,0.0,629,0.19999999999999996,76.7,3,71.4,0.0,0.0
2000000,174,0,1,24,1,0.0,0.0,257,-0.1,73.5,4,40.0,0.0,0.0
2000000,171,0,1,22,1,0.11,0.06,1579,-1.7999999999999998,68.2,14,38.9,0.0,0.0
31000000,181,0,1,19,0,0.03,0.21,3014,0.09999999999999998,71.9,41,79.6,0.0,0.0
2000000,184,1,0,27,0,0.34,0.15,1844,-0.2999999999999998,65.5,8,53.0,0.0,0.0
72500,176,1,0,27,0,0.0,0.0,15,0.0,66.7,0,0.0,0.0,0.0
35000,183,0,1,18,0,0.0,0.0,344,-0.1,84.7,1,100.0,0.0,0.0
2500000,189,1,0,25,1,0.16,0.0,1125,1.0,71.4,5,72.7,0.0,0.0
2000000,175,0,1,28,0,0.15,0.22,1222,0.0,67.8,11,44.4,0.0,0.0
32500,176,1,0,33,1,0.0,0.0,827,-0.1,80.8,21,63.0,0.0,0.0
2000000,181,0,0,26,0,0.07,0.0,1268,0.5,93.1,19,0.0,0.0,0.0
1000000,177,0,1,27,1,0.19,0.06,1392,1.3,79.5,25,76.9,0.0,0.0
40000,177,0,1,32,0,0.0,0.0,580,-0.1,78.4,8,42.9,0.0,0.0
1000000,177,0,1,25,1,0.0,0.0,1816,-0.6,86.5,42,73.3,0.0,0.0
4000000,185,0,1,21,0,0.37,0.19,1450,-0.2999999999999998,65.8,11,32.4,0.0,0.0
2000000,185,0,0,24,1,0.05,0.0,1838,0.4,88.4,12,100.0,0.0,0.0
2000000,188,0,1,30,0,0.17,0.22,2065,-2.5,76.4,22,52.1,0.0,0.0
65000,185,0,1,24,0,0.0,0.0,823,-0.1,89.2,8,100.0,0.0,0.0
1000000,172,1,0,29,0,0.18,0.43,1465,1.1,68.9,32,55.6,0.0,0.0
9000000,179,0,1,20,0,0.0,0.06,1561,-0.1,87.0,38,63.9,0.0,0.0
1000000,184,0,1,22,0,0.0,0.0,1178,-0.1,85.7,11,61.5,0.0,0.0
80000,173,0,1,32,0,0.09,0.14,1980,1.5,72.3,28,33.3,0.0,0.0
2000000,170,0,1,22,0,0.18,0.06,1492,0.20000000000000018,72.8,19,48.1,0.0,0.0
5000000,181,0,1,22,0,0.0,0.0,2397,0.0,71.6,0,100.0,0.758,25.9
1000000,186,1,0,30,0,0.15,0.07,1224,0.8999999999999999,82.4,17,87.5,0.0,0.0
32500,187,0,1,26,1,0.0,0.0,123,0.0,68.3,0,0.0,0.8,100.0
52500,172,1,0,21,0,0.0,0.0,236,-0.2,80.7,11,75.0,0.0,0.0
1000000,184,0,1,25,1,0.3,0.1,899,-0.6000000000000001,73.3,2,72.7,0.0,0.0
55000,175,0,0,26,0,3.6,0.0,25,0.19999999999999996,66.7,0,66.7,0.0,0.0
2000000,173,1,0,21,0,0.0,0.05,1670,-0.6,78.8,19,45.2,0.0,0.0
2000000,180,0,1,20,1,0.0,0.0,1188,-1.2,84.9,23,66.0,0.0,0.0
3000000,180,0,1,26,1,1.23,0.0,73,0.9,66.7,2,50.0,0.0,0.0
4800000,186,1,0,24,1,0.0,0.0,679,-0.2,74.7,16,75.0,0.0,0.0
9000000,182,0,1,22,1,0.07,0.0,1259,0.6,84.4,36,60.5,0.0,0.0
80000,183,1,0,31,1,0.0,0.0,59,0.0,68.6,0,0.0,0.0,0.0
5000000,201,1,0,27,0,0.0,0.0,2880,-1.2,75.4,36,58.1,0.0,0.0
4000000,175,0,1,19,1,0.21,0.07,1258,-0.20000000000000018,77.3,8,37.5,0.0,0.0
9000000,193,0,1,27,1,0.07,0.0,1238,-0.5,84.0,9,40.0,0.0,0.0
16000000,192,0,1,27,0,0.08,0.08,3230,-1.0,87.3,28,42.9,0.0,0.0
9000000,181,0,1,28,1,0.1,0.2,1796,0.10000000000000009,74.1,21,52.6,0.0,0.0
6000000,180,0,1,25,1,0.58,0.0,311,1.5,60.0,3,53.8,0.0,0.0
3000000,164,0,1,18,0,0.0,0.15,588,-0.1,73.6,3,76.7,0.0,0.0
8000000,185,0,1,25,1,0.0,0.0,86,-0.3,72.9,4,100.0,0.0,0.0
11000000,174,0,1,20,1,0.0,0.0,352,-0.4,64.6,4,50.0,0.0,0.0
6000000,180,1,0,25,0,0.0,0.08,1143,-1.4,72.4,17,60.0,0.0,0.0
17000000,173,0,1,22,1,0.33,0.1,2766,-1.5999999999999996,78.5,17,48.6,0.0,0.0
6000000,175,0,1,28,1,0.0,0.05,1896,-1.3,80.2,28,55.9,0.0,0.0
9000000,179,0,1,28,1,0.09,0.09,2085,0.0,76.7,31,72.5,0.0,0.0
1000000,186,0,1,35,0,0.11,0.11,797,-1.1,65.5,2,20.0,0.0,0.0
13000000,185,0,1,27,1,0.03,0.06,2829,-0.30000000000000004,83.1,38,61.5,0.0,0.0
8000000,184,0,1,27,1,0.0,0.0,3420,0.0,80.2,0,0.0,0.683,23.7
1000000,187,0,1,30,1,0.0,0.0,361,-0.3,71.6,5,66.7,0.0,0.0
4000000,185,0,1,30,0,0.0,0.04,2530,-0.5,86.6,40,90.9,0.0,0.0
13000000,172,0,1,24,1,0.22,0.13,2011,0.2999999999999998,71.3,16,56.7,0.0,0.0
12000000,190,0,1,24,0,0.1,0.03,2668,1.9,84.8,25,85.7,0.0,0.0
80000,180,0,1,34,1,0.0,0.05,1890,-0.2,66.8,33,62.5,0.0,0.0
8000000,186,0,1,29,0,0.4,0.0,1352,0.40000000000000036,61.3,4,64.7,0.0,0.0
6500000,186,1,0,28,1,0.14,0.14,621,-0.10000000000000009,68.8,3,75.0,0.0,0.0
4000000,176,1,0,27,1,0.2,0.4,454,-0.19999999999999996,64.7,5,40.0,0.0,0.0
5000000,179,0,1,23,0,0.0,0.0,805,-0.4,81.2,8,100.0,0.0,0.0
8000000,185,0,1,30,0,0.0,0.0,2613,-1.7,79.6,27,74.3,0.0,0.0
4000000,177,0,1,29,0,0.0,0.0,58,0.0,55.0,2,0.0,0.0,0.0
9000000,185,0,1,27,1,0.09,0.09,1931,0.5,73.0,10,52.1,0.0,0.0
2000000,165,0,1,32,0,0.0,0.0,496,0.0,70.2,9,75.0,0.0,0.0
1000000,188,0,1,28,1,0.0,0.0,564,-0.2,75.8,8,100.0,0.0,0.0
4000000,180,0,1,30,0,0.0,0.06,1530,0.0,68.5,24,61.1,0.0,0.0
18000000,183,1,0,19,0,0.05,0.16,3338,-0.10000000000000009,68.4,28,59.3,0.0,0.0
8000000,180,1,0,29,0,0.03,0.03,2880,-0.7,74.7,16,85.7,0.0,0.0
4000000,183,1,0,30,1,0.0,0.19,1878,-0.6,74.4,41,30.8,0.0,0.0
12000000,191,0,1,27,0,0.0,0.0,3420,0.0,45.4,0,0.0,0.711,39.5
6000000,184,0,1,30,0,0.36,0.04,2016,0.0,69.7,17,45.2,0.0,0.0
20000000,185,0,1,26,0,0.05,0.05,3420,-0.3999999999999999,73.0,51,93.8,0.0,0.0
4000000,176,1,0,25,0,0.0,0.05,1945,0.0,70.1,16,48.7,0.0,0.0
4000000,180,0,1,27,1,0.22,0.11,819,-1.7000000000000002,73.9,2,41.2,0.0,0.0
5000000,174,0,1,29,0,0.06,0.17,3150,0.8,74.5,30,43.5,0.0,0.0
14000000,191,0,1,27,1,0.52,0.04,2437,1.0,64.6,6,45.0,0.0,0.0
1000000,184,1,0,32,1,0.0,0.0,430,-0.1,81.8,8,50.0,0.0,0.0
80000,182,0,1,32,0,0.0,0.0,1153,-0.3,79.0,5,55.6,0.0,0.0
30000,185,1,0,18,0,0.0,0.0,368,0.0,82.2,2,0.0,0.0,0.0
3000000,182,0,1,30,1,0.3,0.0,606,1.2,74.1,8,75.0,0.0,0.0
2000000,186,0,0,29,0,0.14,0.0,1246,1.6,79.8,12,0.0,0.0,0.0
3000000,194,0,1,23,0,0.37,0.0,244,0.4,68.0,3,100.0,0.0,0.0
80000,175,0,1,33,0,0.0,0.23,1598,-0.3,80.8,26,83.3,0.0,0.0
16000000,184,0,1,25,0,0.0,0.0,1440,0.0,64.2,0,0.0,0.767,18.8
95000,190,0,1,23,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0
4000000,187,0,1,26,0,0.07,0.07,1343,-0.5,78.0,29,68.8,0.0,0.0
2500000,184,0,0,28,1,0.0,0.09,1897,-0.9,84.6,20,68.2,0.0,0.0
1000000,187,1,0,33,1,0.0,0.0,2354,-0.4,90.6,26,71.4,0.0,0.0
35000,182,0,1,18,0,0.0,0.0,127,0.0,75.6,2,0.0,0.0,0.0
1400000,190,1,0,25,1,0.0,0.07,1338,-0.5,65.3,12,55.0,0.0,0.0
1000000,184,0,1,24,0,0.0,0.1,930,-0.2,77.0,20,62.5,0.0,0.0
16000000,176,0,1,31,1,0.26,0.3,2071,3.4,77.1,22,69.8,0.0,0.0
21000000,172,0,1,23,1,0.06,0.09,2898,0.3999999999999999,76.2,45,65.0,0.0,0.0
4000000,178,0,1,23,1,0.19,0.19,469,0.9,87.2,12,50.0,0.0,0.0
6000000,196,0,1,29,1,0.0,0.0,1524,0.0,64.8,0,0.0,0.759,23.5
1000000,183,0,1,29,0,0.0,0.0,204,-0.1,79.5,0,40.0,0.0,0.0
4000000,188,0,1,30,0,0.0,0.0,45,-0.1,87.5,0,0.0,0.0,0.0
14000000,184,0,1,27,1,0.51,0.11,3151,4.4,71.4,0,58.9,0.0,0.0
13000000,178,1,0,20,0,0.0,0.24,1908,-0.6,72.6,27,58.0,0.0,0.0
8000000,188,1,0,24,1,0.26,0.0,348,0.19999999999999996,66.7,2,83.3,0.0,0.0
20000,172,0,1,21,0,0.0,0.0,90,0.0,82.1,2,0.0,0.0,0.0
1000000,178,0,1,33,0,0.04,0.0,2442,0.30000000000000004,88.7,25,75.0,0.0,0.0
200,187,0,1,37,1,0.0,0.0,454,0.0,69.9,0,0.0,0.4,0.0
32500,172,0,1,27,0,0.29,0.0,313,0.4,80.8,2,64.7,0.0,0.0
13000000,180,0,1,24,1,0.04,0.04,2317,-1.0,85.5,62,75.6,0.0,0.0
13000000,181,0,1,24,1,0.37,0.09,2924,-0.1999999999999993,70.6,11,50.0,0.0,0.0
3000000,188,0,1,19,1,0.0,0.0,1165,-0.1,87.1,10,90.0,0.0,0.0
6000000,184,0,1,23,1,0.0,0.04,2502,-0.8,87.7,26,73.3,0.0,0.0
1000000,179,0,1,32,0,0.0,0.0,180,0.0,75.4,20,0.0,0.75,50.0
7000000,188,0,1,27,1,0.03,0.06,2888,0.19999999999999996,87.0,27,100.0,0.0,0.0
16000000,176,1,0,31,0,0.39,0.08,3262,0.09999999999999964,77.8,21,61.9,0.0,0.0
13000000,172,0,1,20,0,0.05,0.0,1830,-0.30000000000000004,88.6,24,65.4,0.0,0.0
20000,170,1,0,21,0,0.0,0.0,5,0.0,100.0,0,100.0,0.0,0.0
8000000,188,0,1,24,0,0.0,0.0,2960,0.0,62.1,0,0.0,0.698,30.3
3200000,186,0,1,27,1,0.0,0.0,706,-0.5,78.6,13,80.0,0.0,0.0
4000000,180,0,1,21,1,0.0,0.15,599,-0.1,90.2,6,75.0,0.0,0.0
1000000,184,0,1,24,0,0.0,0.0,338,-0.1,91.9,4,0.0,0.0,0.0
2000000,186,0,1,25,1,0.16,0.16,561,0.0,68.3,2,61.5,0.0,0.0
65000,177,1,0,24,0,0.0,0.0,87,0.0,60.9,0,60.0,0.0,0.0
1000000,178,1,0,25,0,0.0,0.0,258,0.0,75.7,3,60.0,0.0,0.0
16000000,172,0,0,24,1,0.0,0.0,1383,-0.2,94.1,10,66.7,0.0,0.0
30000,175,0,1,17,0,6.92,0.0,13,1.0,77.8,0,0.0,0.0,0.0
7000000,174,0,1,28,0,0.0,0.05,1965,-0.2,76.7,28,66.7,0.0,0.0
12000000,184,1,0,22,0,0.0,0.12,1477,-1.5,75.7,13,59.5,0.0,0.0
14000000,181,0,1,23,0,0.28,0.14,1944,0.2999999999999998,70.8,8,36.7,0.0,0.0
6000000,182,0,1,27,1,0.06,0.0,1529,0.6,82.6,10,50.0,0.0,0.0
1500000,175,0,1,32,0,0.56,0.28,324,0.0,70.1,4,16.7,0.0,0.0
3000000,176,1,0,25,1,0.03,0.09,3144,0.19999999999999996,74.4,36,57.7,0.0,0.0
9500000,174,1,0,26,1,0.17,0.04,2111,2.2,86.4,53,75.7,0.0,0.0
1000000,190,0,1,22,0,0.0,0.0,371,0.0,81.0,0,0.0,0.0,0.0
4000000,172,0,1,24,1,0.2,0.0,891,0.10000000000000009,78.2,10,65.6,0.0,0.0
6000000,186,0,1,29,1,0.24,0.0,743,-0.2999999999999998,68.9,1,47.8,0.0,0.0
9000000,176,0,1,25,0,0.06,0.28,1630,-1.2999999999999998,75.8,16,55.4,0.0,0.0
80000,175,0,1,26,0,0.0,0.0,1325,0.0,79.7,15,65.2,0.0,0.0
30000,189,0,1,22,0,0.0,0.0,280,0.0,67.4,0,0.0,0.545,33.3
6000000,191,0,1,25,1,0.0,0.09,1973,-0.3,82.9,26,69.7,0.0,0.0
40000000,191,0,1,21,0,0.61,0.12,2215,0.9000000000000004,69.9,10,58.3,0.0,0.0
20000000,188,1,0,28,1,0.25,0.13,1430,2.0,82.7,19,63.2,0.0,0.0
2000000,186,0,1,17,0,0.0,0.0,20,0.0,100.0,0,100.0,0.0,0.0
36000000,186,0,1,24,1,0.0,0.0,2970,0.0,80.8,0,0.0,0.545,24.2
24000000,178,0,1,29,1,0.06,0.17,3229,-0.7000000000000002,79.9,61,62.5,0.0,0.0
21000000,185,0,1,25,0,0.08,0.33,1103,-1.2000000000000002,87.7,11,78.6,0.0,0.0
17000000,184,0,1,25,1,0.38,0.38,239,-1.2000000000000002,80.3,1,50.0,0.0,0.0
60000,186,0,1,37,1,0.0,0.0,450,0.0,73.3,0,0.0,0.563,20.0
