VALUE,HEIGHT,LEFT,RIGHT,AGE,NATIONALITY,GOAL,ASSIST,MINUTES,SCORINGABILITY,PASS,TACKLE,DRIBBLE,SAVE,CLEANSHEET
47500,184,0,1,34,1,0.0,0.0,1107,-0.2,83.9,26,100.0,0.0,0.0
3000000,182,0,1,25,0,0.0,0.05,1971,-0.3,75.0,31,69.8,0.0,0.0
2000000,183,0,1,22,0,0.12,0.0,1458,0.7,78.1,13,50.0,0.0,0.0
2000000,183,1,0,32,0,0.35,0.0,2053,0.7999999999999998,77.1,44,81.8,0.0,0.0
2000000,182,0,1,28,0,0.0,0.0,150,-0.4,76.9,0,100.0,0.0,0.0
6000000,174,1,0,29,1,0.35,0.17,519,-1.1,78.3,2,66.7,0.0,0.0
4000000,191,0,1,22,0,0.0,0.0,658,-1.6,73.1,5,54.5,0.0,0.0
3000000,191,0,1,22,0,0.0,0.26,1717,-1.0,71.4,19,48.1,0.0,0.0
1000000,193,0,0,25,0,0.11,0.0,784,-0.10000000000000009,76.5,7,100.0,0.0,0.0
1400000,180,0,0,21,1,0.0,0.33,553,-0.3,85.1,4,62.5,0.0,0.0
17000000,185,0,1,21,1,0.49,0.2,915,3.3,75.2,3,45.5,0.0,0.0
4000000,188,0,1,26,1,0.06,0.06,1387,-0.30000000000000004,82.3,19,36.4,0.0,0.0
1000000,184,0,1,33,0,0.0,0.07,1324,-0.2,85.6,14,85.7,0.0,0.0
1100000,185,1,0,26,1,0.0,0.0,759,-0.2,72.5,6,57.1,0.0,0.0
32500,184,1,0,36,1,0.48,0.05,1685,3.5999999999999996,75.4,6,46.9,0.0,0.0
8000000,188,0,1,26,0,0.0,0.0,1890,0.0,62.0,0,0.0,0.626,23.8
13000000,185,0,1,20,0,0.2,0.04,2236,-1.7000000000000002,70.5,14,47.7,0.0,0.0
1900000,187,0,1,30,1,0.0,0.07,1318,-0.8,86.4,18,77.8,0.0,0.0
9000000,188,0,1,22,1,0.0,0.06,1530,0.0,81.2,0,100.0,0.674,11.8
13000000,185,0,1,21,1,0.03,0.03,2577,-1.2999999999999998,87.9,37,77.8,0.0,0.0
80000,179,0,1,17,0,0.0,0.0,105,0.0,85.3,1,0.0,0.0,0.0
6000000,181,0,1,23,1,0.39,0.13,1387,2.3,76.5,10,73.5,0.0,0.0
2000000,184,0,1,27,0,0.0,0.0,168,-0.3,73.8,3,57.1,0.0,0.0
2000000,178,0,1,33,1,0.07,0.11,2427,-1.0,84.4,28,60.3,0.0,0.0
8000000,186,0,1,27,1,0.14,0.0,637,0.4,96.5,2,0.0,0.0,0.0
8000000,181,0,1,26,0,0.07,0.14,1252,-1.2000000000000002,73.5,26,53.3,0.0,0.0
65000,190,0,1,27,1,0.0,0.0,197,0.0,84.5,3,0.0,0.0,0.0
1000000,187,0,1,32,1,0.05,0.0,1718,0.30000000000000004,92.4,21,77.8,0.0,0.0
2000000,173,0,1,23,1,0.0,0.0,66,0.0,70.6,0,50.0,0.0,0.0
1000000,175,1,0,32,1,0.0,0.0,6,0.0,0.0,0,0.0,0.0,0.0
20000000,175,0,1,23,1,0.03,0.03,3069,-1.0,66.8,49,67.4,0.0,0.0
4000000,185,0,1,24,1,0.0,0.0,267,-0.1,61.6,2,0.0,0.0,0.0
8000000,190,1,0,28,1,0.12,0.0,1530,1.1,54.1,2,83.3,0.0,0.0
1000000,189,1,0,27,0,0.0,0.0,309,-0.1,61.0,2,100.0,0.0,0.0
18000000,175,1,0,21,0,0.03,0.14,3237,-0.8,66.7,62,50.0,0.0,0.0
3000000,187,1,0,28,1,0.0,0.44,204,-0.6,50.0,0,66.7,0.0,0.0
25000000,178,0,1,27,1,0.0,0.0,3060,-0.2,73.2,28,78.6,0.0,0.0
1800000,182,1,0,19,0,0.24,0.24,378,0.0,59.5,2,0.0,0.0,0.0
4000000,174,0,1,23,1,0.16,0.0,572,0.4,63.4,14,66.7,0.0,0.0
1000000,186,0,1,31,0,0.0,0.0,1446,-0.3,56.8,11,0.0,0.0,0.0
3000000,179,0,1,30,1,0.0,0.0,403,-0.4,62.5,1,100.0,0.0,0.0
1000000,190,1,0,32,0,0.0,0.0,164,-0.2,54.2,2,50.0,0.0,0.0
1000000,184,0,1,29,0,0.0,0.0,180,0.0,83.6,2,0.0,0.0,0.0
3000000,178,0,1,25,0,0.08,0.31,1175,-0.5,58.0,19,40.0,0.0,0.0
10000000,182,1,0,23,1,0.15,0.46,586,0.19999999999999996,66.2,8,63.3,0.0,0.0
20000000,189,0,1,24,1,0.06,0.0,2895,-1.1,73.2,34,57.1,0.0,0.0
8000000,186,0,1,30,0,0.36,0.1,2747,1.6999999999999993,64.3,12,48.6,0.0,0.0
1000000,188,0,1,37,0,0.24,0.14,1886,-0.5,66.8,6,64.7,0.0,0.0
3000000,189,0,1,31,1,0.07,0.0,2422,1.3,63.7,20,46.4,0.0,0.0
8000000,185,1,0,21,1,0.0,0.05,1870,-0.7,60.9,38,60.6,0.0,0.0
2000000,169,0,1,29,0,0.0,0.48,376,-0.3,71.9,5,81.8,0.0,0.0
15000,189,0,0,22,1,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0
6000000,171,0,1,32,0,0.64,0.19,1407,3.5999999999999996,62.5,12,57.7,0.0,0.0
14000000,192,0,1,26,0,0.0,0.0,3420,0.0,44.5,0,0.0,0.686,39.5
3000000,173,0,1,31,1,0.03,0.14,2592,0.19999999999999996,65.5,49,66.7,0.0,0.0
1000000,185,1,0,29,0,0.29,0.0,943,2.4,62.1,6,100.0,0.0,0.0
80000,170,0,1,26,1,0.13,0.0,1361,0.10000000000000009,80.2,14,37.5,0.0,0.0
3200000,186,1,0,22,1,0.0,0.25,356,-0.2,72.5,10,81.8,0.0,0.0
1500000,182,0,1,21,1,0.0,0.0,1499,-0.5,79.2,19,65.0,0.0,0.0
1300000,182,0,1,19,0,0.5,0.0,181,0.19999999999999996,50.0,3,44.4,0.0,0.0
1000000,183,0,1,31,0,0.03,0.16,2884,0.30000000000000004,67.7,45,57.7,0.0,0.0
4000000,192,0,1,24,1,0.09,0.03,3087,1.8,79.6,21,66.7,0.0,0.0
30000,185,0,1,23,0,0.0,0.0,270,0.0,60.2,0,0.0,0.769,33.3
3000000,185,1,0,23,0,0.41,0.12,2201,1.3000000000000007,60.8,13,56.9,0.0,0.0
2000000,183,0,1,26,1,0.08,0.0,1119,0.8,68.0,8,52.2,0.0,0.0
1200000,191,1,0,26,0,0.0,0.08,1191,-0.1,75.0,11,100.0,0.0,0.0
2000000,187,0,1,30,1,0.0,0.0,1506,-0.2,83.2,39,77.8,0.0,0.0
9000000,184,0,1,21,1,0.08,0.11,2368,-0.10000000000000009,75.8,56,77.8,0.0,0.0
3000000,171,0,1,26,1,0.3,0.21,2129,1.0,62.0,19,58.6,0.0,0.0
72500,176,1,0,28,0,0.0,0.0,15,0.0,50.0,0,0.0,0.0,0.0
1000000,180,0,1,31,0,0.18,0.46,973,0.8,76.0,11,60.0,0.0,0.0
80000,174,1,0,23,0,0.0,0.04,2205,-0.6,69.3,8,50.0,0.0,0.0
2000000,183,0,1,27,0,0.25,0.11,2563,-0.20000000000000018,70.1,24,58.7,0.0,0.0
400,178,0,1,29,0,0.0,0.0,718,-0.2,77.2,12,54.5,0.0,0.0
80000,185,0,1,33,1,0.0,0.0,226,-0.4,65.3,1,0.0,0.0,0.0
65000,187,0,1,32,0,0.08,0.0,2293,0.5,81.9,12,0.0,0.0,0.0
10000000,191,1,0,25,1,0.0,0.0,3150,0.0,56.0,0,100.0,0.721,34.3
80000,180,0,1,34,0,0.27,0.15,2347,2.3,68.7,7,50.0,0.0,0.0
2000000,180,0,1,24,0,0.22,0.07,1218,1.1,66.7,9,47.6,0.0,0.0
6000000,184,0,1,22,0,0.0,0.0,629,-0.1,78.4,2,100.0,0.0,0.0
1000000,177,1,0,25,0,0.21,0.1,876,0.5,70.6,1,50.0,0.0,0.0
2000000,180,0,1,21,0,0.0,0.0,231,-0.6,76.3,3,33.3,0.0,0.0
850,173,0,1,28,1,0.0,0.0,230,0.0,87.5,1,0.0,0.0,0.0
14000000,185,0,1,22,1,0.03,0.03,2919,-0.8999999999999999,87.7,42,76.4,0.0,0.0
80000,186,1,0,32,0,0.0,0.0,303,0.0,83.5,2,0.0,0.0,0.0
4000000,180,0,1,28,0,0.33,0.0,808,0.20000000000000018,68.8,4,58.8,0.0,0.0
45000,175,0,1,20,0,0.0,0.0,1,0.0,100.0,0,0.0,0.0,0.0
1600000,189,0,0,24,1,0.13,0.0,693,0.6,89.9,8,80.0,0.0,0.0
1000000,187,0,1,30,0,0.56,0.0,1293,1.7000000000000002,70.7,2,71.4,0.0,0.0
4000000,175,1,0,21,0,0.0,0.52,521,-0.7,75.2,6,66.7,0.0,0.0
40000,186,1,0,25,1,0.0,0.0,855,0.0,84.8,13,100.0,0.0,0.0
1000000,181,0,1,27,1,0.0,0.0,353,-0.5,78.8,1,40.0,0.0,0.0
3000000,180,0,1,27,0,0.14,0.08,3228,0.5,71.9,36,59.4,0.0,0.0
7500,178,1,0,19,1,0.0,0.0,28,0.0,95.5,0,0.0,0.0,0.0
2000000,184,0,1,24,1,0.0,0.0,2733,-0.5,86.9,23,90.9,0.0,0.0
1000000,183,0,1,23,1,0.0,0.0,196,0.0,66.2,2,0.0,0.0,0.0
22000000,191,0,1,19,1,0.05,0.0,1950,-0.7,83.8,39,66.7,0.0,0.0
4000000,181,0,1,28,1,0.08,0.19,3239,0.6000000000000001,74.9,14,45.5,0.0,0.0
15000,188,0,1,19,0,0.0,0.0,9,0.0,50.0,0,0.0,0.0,0.0
32500,180,0,1,34,0,1.17,0.0,307,0.10000000000000009,74.6,2,75.0,0.0,0.0
6000000,187,1,0,22,0,0.25,0.0,2489,2.2,77.6,31,59.2,0.0,0.0
47500,194,0,1,23,1,0.0,0.0,270,0.0,60.7,0,0.0,0.538,33.3
9000000,192,0,0,25,1,0.0,0.03,3228,-3.0,80.5,39,52.2,0.0,0.0
10000000,178,0,1,17,0,0.13,0.0,680,-0.5,62.4,1,58.8,0.0,0.0
4000000,191,0,1,28,0,0.0,0.0,3150,0.0,45.4,0,100.0,0.757,25.7
3000000,183,0,1,24,1,0.38,0.13,706,0.10000000000000009,67.3,4,33.3,0.0,0.0
2000000,177,0,1,22,0,0.0,0.0,225,-0.2,73.0,0,60.0,0.0,0.0
80000,180,1,0,33,1,0.1,0.13,2811,0.8999999999999999,76.5,43,90.0,0.0,0.0
3000000,181,0,0,25,0,0.15,0.1,1774,-2.5999999999999996,73.9,17,48.9,0.0,0.0
32500,180,1,0,31,0,0.0,0.0,41,0.0,61.5,0,0.0,0.0,0.0
5000000,177,0,1,24,0,0.09,0.21,2114,-1.5,72.4,12,61.2,0.0,0.0
8000000,168,0,1,22,1,0.0,0.14,634,0.0,84.4,22,70.0,0.0,0.0
8000000,188,0,1,28,1,0.15,0.04,2436,2.5,90.6,20,100.0,0.0,0.0
1000000,175,0,1,32,1,0.0,0.0,1628,0.0,83.8,31,75.0,0.0,0.0
13000000,184,0,1,20,1,0.73,0.0,744,2.7,68.8,9,79.1,0.0,0.0
5500000,172,0,1,28,1,0.12,0.16,2256,-0.10000000000000009,73.1,39,60.8,0.0,0.0
14000000,175,1,0,21,1,0.28,0.14,1309,2.0,72.3,6,72.7,0.0,0.0
10000000,181,0,1,24,1,0.0,0.2,447,-0.5,79.2,3,59.1,0.0,0.0
80000,182,0,1,29,0,0.0,0.0,213,-0.3,63.4,3,66.7,0.0,0.0
14500000,191,0,1,23,1,0.15,0.04,2415,-0.40000000000000036,80.6,34,76.9,0.0,0.0
750,188,0,1,34,1,0.5,0.14,1257,1.4000000000000004,71.0,1,50.0,0.0,0.0
80000,192,0,1,34,1,0.0,0.0,2547,0.0,65.3,0,100.0,0.702,31.0
1000000,184,0,1,33,1,0.62,0.0,146,-0.3999999999999999,65.9,3,25.0,0.0,0.0
4000000,184,0,1,23,0,0.0,0.1,1878,-0.1,69.5,23,47.1,0.0,0.0
65000,178,0,1,23,0,0.0,0.0,121,-0.7,69.4,0,100.0,0.0,0.0
60000,187,0,1,31,0,0.0,0.0,360,0.0,60.5,0,0.0,0.55,0.0
2000000,181,0,1,28,1,0.0,0.0,195,-0.1,71.8,4,100.0,0.0,0.0
5000000,188,0,1,22,0,0.0,0.0,314,-0.2,80.3,6,84.6,0.0,0.0
17000000,187,1,0,21,1,0.31,0.27,2031,0.9000000000000004,75.4,22,65.9,0.0,0.0
15000000,186,0,1,20,0,0.0,0.0,535,-0.2,83.6,2,100.0,0.0,0.0
11000000,180,1,0,22,0,0.05,0.14,1887,0.09999999999999998,72.4,35,65.5,0.0,0.0
30000,184,0,1,19,0,0.0,1.06,85,0.0,78.6,1,25.0,0.0,0.0
800,177,0,1,32,1,0.0,0.0,769,-0.1,80.9,5,63.6,0.0,0.0
21500000,183,0,1,24,1,0.4,0.1,909,-0.40000000000000036,75.5,1,68.8,0.0,0.0
5000000,181,1,0,27,0,0.0,0.32,1396,-0.4,73.6,15,62.5,0.0,0.0
3000000,176,0,1,18,1,0.0,0.0,21,-0.3,85.7,0,50.0,0.0,0.0
9000000,186,1,0,24,1,0.07,0.0,1260,0.5,89.0,11,57.1,0.0,0.0
50000,184,1,0,17,0,0.0,0.0,34,0.0,85.7,3,66.7,0.0,0.0
8000000,194,0,1,24,0,0.09,0.09,960,-1.6,60.0,3,50.0,0.0,0.0
35000,195,0,0,20,0,0.0,0.0,151,0.0,71.4,0,0.0,0.636,0.0
16000000,190,0,1,24,0,0.05,0.0,1731,0.09999999999999998,83.7,24,62.5,0.0,0.0
6000000,191,1,0,21,0,0.06,0.06,1462,0.5,86.0,17,62.5,0.0,0.0
6000000,187,0,1,24,0,0.06,0.19,1410,0.0,69.0,13,53.6,0.0,0.0
4000000,184,0,1,26,1,0.6,0.12,746,0.9000000000000004,73.3,4,45.8,0.0,0.0
4000000,192,0,1,24,1,0.0,0.0,1142,-0.1,87.4,11,75.0,0.0,0.0
5000000,187,0,1,29,0,0.0,0.0,2700,0.0,77.7,0,0.0,0.692,23.3
5000000,180,0,1,19,1,0.42,0.12,1493,-1.0,71.4,21,39.6,0.0,0.0
8000000,183,0,1,25,1,0.26,0.04,2102,1.7000000000000002,70.9,18,55.2,0.0,0.0
30000,183,0,0,16,0,0.0,0.0,109,-1.4,68.2,3,20.0,0.0,0.0
12000000,192,0,1,27,1,0.0,0.0,269,-1.1,75.4,1,71.4,0.0,0.0
2400000,185,0,1,29,1,0.15,0.0,1176,1.4,88.8,6,33.3,0.0,0.0
4000000,171,0,1,25,0,0.0,0.0,3,0.0,66.7,0,0.0,0.0,0.0
2000000,184,0,1,17,1,0.0,0.0,51,0.0,81.6,2,0.0,0.0,0.0
11000000,183,0,1,20,1,0.0,0.23,391,-0.3,76.8,4,61.9,0.0,0.0
8000000,182,0,1,27,1,0.47,0.0,766,1.0,73.7,1,46.2,0.0,0.0
52500,172,0,0,19,1,0.0,0.0,1,0.0,100.0,1,0.0,0.0,0.0
11000000,173,0,1,21,0,0.0,0.24,1136,-1.2,83.1,10,70.0,0.0,0.0
5000000,180,0,1,26,1,0.0,0.0,15,0.0,84.6,0,0.0,0.0,0.0
20000000,187,0,1,23,1,0.0,0.11,2408,-1.1,88.8,45,68.6,0.0,0.0
4000000,193,1,0,30,0,0.04,0.17,2070,-0.5,86.9,21,55.6,0.0,0.0
10000000,182,0,1,27,1,0.07,0.25,2474,-0.10000000000000009,71.1,21,41.2,0.0,0.0
32000000,177,0,1,28,1,0.76,0.13,1422,2.6999999999999993,80.3,2,72.2,0.0,0.0
8000000,185,0,1,25,1,0.68,0.0,530,1.0,47.4,1,50.0,0.0,0.0
1600000,188,0,1,29,1,0.0,0.13,701,-0.2,85.3,2,85.7,0.0,0.0
30000,191,0,1,34,0,0.0,0.0,360,0.0,77.2,0,0.0,0.85,25.0
11000000,188,0,1,22,1,0.0,0.0,2308,-2.0,81.8,42,71.4,0.0,0.0
5000000,180,0,1,29,0,0.03,0.1,2734,-0.30000000000000004,79.6,53,64.0,0.0,0.0
2000000,178,0,1,28,0,0.0,0.0,340,-0.3,75.4,9,33.3,0.0,0.0
14000000,177,0,1,23,1,0.0,0.07,1310,-0.2,81.6,30,77.8,0.0,0.0
10000000,185,1,0,23,1,0.14,0.24,2608,0.0,75.0,30,58.9,0.0,0.0
2000000,178,1,0,25,1,0.23,0.0,398,0.9,78.8,0,80.0,0.0,0.0
8000000,194,0,1,27,0,0.0,0.0,960,0.0,93.5,6,100.0,0.0,0.0
4000000,182,0,1,27,1,0.24,0.0,749,0.3999999999999999,81.8,6,68.8,0.0,0.0
3000000,185,0,1,17,1,0.0,0.0,68,0.0,92.3,3,0.0,0.0,0.0
6000000,173,1,0,30,1,0.0,0.14,639,-0.1,79.6,5,86.7,0.0,0.0
36000000,172,0,1,22,0,0.04,0.18,2013,-0.6000000000000001,82.1,31,64.5,0.0,0.0
31000000,190,1,0,20,0,0.09,0.0,1921,0.8,88.0,21,53.3,0.0,0.0
9000000,185,1,0,26,0,0.11,0.34,1576,1.0,71.7,14,42.1,0.0,0.0
40000000,181,0,0,26,1,0.1,0.2,2701,-0.2999999999999998,88.2,56,75.0,0.0,0.0
5000000,180,0,1,32,0,0.23,0.32,1993,2.6,76.8,13,37.0,0.0,0.0
10000000,180,0,1,30,0,0.26,0.0,1402,2.2,85.1,20,60.0,0.0,0.0
4000000,175,1,0,21,0,0.0,0.0,27,0.0,78.6,1,0.0,0.0,0.0
68000000,182,0,0,27,1,0.13,0.26,703,-1.4,75.7,6,60.0,0.0,0.0
9000000,186,0,1,17,0,0.45,0.0,199,-0.7,66.1,3,25.0,0.0,0.0
12000000,188,0,1,25,0,0.2,0.1,1797,-0.7999999999999998,85.2,27,56.3,0.0,0.0
8000000,187,0,1,33,1,0.06,0.06,1628,0.09999999999999998,85.7,29,92.3,0.0,0.0
4000000,193,0,1,35,1,0.0,0.0,3150,0.0,86.7,0,100.0,0.722,37.1
15000000,180,0,1,23,1,0.0,0.28,323,-0.1,76.0,6,42.9,0.0,0.0
68000000,191,1,0,26,1,0.69,0.06,2979,2.8999999999999986,71.7,4,60.0,0.0,0.0
64000000,174,0,1,21,1,0.51,0.11,2452,-1.9000000000000004,62.5,13,56.6,0.0,0.0
6000000,177,0,1,28,1,0.0,0.64,420,-0.2,78.6,3,66.7,0.0,0.0
65000,191,0,1,33,0,0.0,0.0,270,0.0,83.5,0,0.0,0.5,25.0
90000,185,1,0,17,0,0.0,0.0,12,0.0,100.0,0,0.0,0.0,0.0
22000000,171,1,0,25,0,0.0,0.0,259,-0.9,68.3,1,61.5,0.0,0.0
2000000,195,0,1,31,0,0.0,0.0,526,-0.3,88.4,9,100.0,0.0,0.0
16000000,168,0,1,30,1,0.39,0.78,923,-0.2999999999999998,72.4,8,75.0,0.0,0.0
24000000,168,0,1,23,0,0.37,0.25,723,1.3,81.9,11,61.9,0.0,0.0
50000000,188,0,1,24,1,0.0,0.0,2627,-0.9,92.3,29,90.9,0.0,0.0
1000000,175,0,1,34,1,0.19,0.0,931,0.5,89.0,9,85.7,0.0,0.0
18000000,187,0,1,27,1,0.14,0.14,1282,-1.1,77.1,17,63.6,0.0,0.0
48000000,189,0,1,27,1,0.13,0.1,2830,2.2,92.7,25,92.3,0.0,0.0
3000000,175,0,0,34,1,0.3,0.3,1185,2.8,79.8,9,66.7,0.0,0.0
40000000,187,0,1,22,1,0.0,0.29,2196,-0.7,87.4,49,68.3,0.0,0.0
28000000,183,1,0,25,0,0.06,0.06,1571,-3.5999999999999996,81.9,7,60.5,0.0,0.0
20000000,190,0,1,32,0,0.09,0.0,3082,-0.10000000000000009,87.6,16,66.7,0.0,0.0
1000000,192,0,1,41,0,0.0,0.0,810,0.0,92.0,0,0.0,0.719,11.1
26000000,186,0,1,25,1,0.0,0.0,284,-1.3,86.6,4,70.0,0.0,0.0
4000000,187,1,0,34,0,0.45,0.0,202,0.8,91.5,2,0.0,0.0,0.0
24000000,172,1,0,28,1,0.11,0.45,802,-0.10000000000000009,80.0,5,62.7,0.0,0.0
14000000,176,0,1,31,1,0.07,0.17,2654,0.5,88.5,40,63.8,0.0,0.0
15000000,184,0,1,28,1,0.12,0.0,1440,1.3,86.2,17,63.6,0.0,0.0
9000000,183,0,1,26,0,0.0,0.0,471,0.0,82.3,5,72.7,0.0,0.0
27000000,190,0,1,21,1,0.22,0.22,418,0.6,94.8,7,0.0,0.0,0.0
72000000,177,1,0,25,1,0.46,0.25,2155,2.1999999999999993,83.4,18,57.3,0.0,0.0
7500,187,1,0,20,0,0.0,0.0,90,0.0,86.9,1,33.3,0.0,0.0
25000000,184,0,1,31,1,0.39,0.19,1866,-1.5,83.3,8,68.3,0.0,0.0
5000000,189,0,1,32,1,0.0,0.13,681,-1.1,83.3,13,66.7,0.0,0.0
67000000,189,0,1,19,1,0.15,0.0,2450,1.4,91.4,27,100.0,0.0,0.0
10000000,175,1,0,32,1,0.0,0.08,2237,-1.1,87.0,36,46.4,0.0,0.0
12500,186,0,1,21,0,0.0,0.0,165,-0.1,91.2,1,100.0,0.0,0.0
20000,177,0,1,20,0,0.0,0.0,30,-0.1,73.3,0,100.0,0.0,0.0
10000,185,0,1,20,1,0.0,0.0,15,0.0,100.0,0,0.0,0.0,0.0
40000,194,1,0,29,0,0.0,0.0,19,0.0,100.0,0,0.0,0.0,0.0
50000000,180,0,1,29,1,0.12,0.24,2277,2.0,87.7,26,72.7,0.0,0.0
25000000,188,1,0,24,1,0.05,0.05,1912,0.0,89.1,39,77.1,0.0,0.0
28000000,182,0,0,28,1,0.26,0.09,1051,0.2999999999999998,87.0,19,69.6,0.0,0.0
60000000,187,0,0,34,1,0.96,0.15,2917,4.300000000000001,84.3,10,65.5,0.0,0.0
12000000,190,0,1,25,0,0.0,0.0,690,-0.3,90.6,6,0.0,0.0,0.0
35000000,181,1,0,28,1,0.04,0.11,2385,0.30000000000000004,86.1,25,65.2,0.0,0.0
35000000,196,0,1,29,1,0.0,0.0,2591,0.0,86.2,0,0.0,0.792,37.9
45000,188,1,0,20,1,0.0,0.0,12,0.0,100.0,0,0.0,0.0,0.0
25000,178,0,1,21,0,0.0,0.0,120,0.0,75.9,1,0.0,0.0,0.0
40000,176,0,1,22,0,0.0,0.0,12,0.0,57.1,1,0.0,0.0,0.0
11000000,191,0,1,20,1,0.22,0.0,2447,3.3,82.0,32,63.6,0.0,0.0
67500,180,0,1,19,1,0.0,0.0,21,0.0,63.6,0,0.0,0.0,0.0
1000000,179,0,1,27,0,0.0,0.0,16,0.0,0.0,1,0.0,0.0,0.0
9000000,188,0,1,26,1,0.59,0.09,1998,3.4000000000000004,78.4,11,54.2,0.0,0.0
1000000,187,1,0,29,0,0.04,0.04,2207,-0.19999999999999996,83.9,37,71.4,0.0,0.0
3000000,183,0,1,29,0,0.17,0.23,1587,0.6000000000000001,73.1,19,57.5,0.0,0.0
2000000,189,0,1,24,1,0.04,0.04,2329,0.0,74.8,51,55.4,0.0,0.0
6000000,185,1,0,29,0,0.15,0.07,2433,2.2,79.9,45,61.1,0.0,0.0
1000000,182,0,1,29,0,0.0,0.0,676,0.0,82.1,7,57.1,0.0,0.0
4000000,192,1,0,26,0,0.0,0.0,3060,0.0,72.9,0,0.0,0.572,17.6
2000000,183,1,0,19,0,0.11,0.11,1672,-0.3999999999999999,66.0,33,47.4,0.0,0.0
2000000,176,0,1,26,1,0.29,0.35,1561,1.6,62.4,10,55.3,0.0,0.0
6000000,180,1,0,18,0,0.0,0.0,1316,-0.1,70.9,20,73.8,0.0,0.0
2000000,190,0,1,28,0,0.0,0.0,1012,-0.1,84.1,15,100.0,0.0,0.0
4000000,182,0,1,22,1,0.15,0.0,619,0.30000000000000004,88.7,5,0.0,0.0,0.0
3000000,187,0,1,31,1,0.32,0.08,1138,0.3999999999999999,55.5,6,90.0,0.0,0.0
4000000,182,1,0,21,0,0.0,0.43,623,-1.0,72.1,9,54.5,0.0,0.0
1000000,183,0,1,29,0,0.0,1.36,132,-0.1,50.0,1,50.0,0.0,0.0
3000000,177,1,0,24,1,0.14,0.14,623,0.4,78.3,9,55.6,0.0,0.0
1000000,183,0,1,26,0,0.0,0.21,849,-1.0,62.5,4,55.0,0.0,0.0
80000,182,0,1,24,0,0.0,0.0,1158,-0.1,71.7,14,25.0,0.0,0.0
6000000,185,0,1,24,1,0.03,0.1,2672,-0.8999999999999999,84.9,49,77.5,0.0,0.0
95000,196,0,1,28,0,0.0,0.0,90,0.0,66.7,0,0.0,0.0,0.0
2000000,192,0,1,31,0,0.33,0.11,813,-3.7,62.2,5,40.0,0.0,0.0
2000000,178,0,1,17,0,0.0,0.16,554,-0.5,62.8,7,33.3,0.0,0.0
7500000,185,1,0,27,0,0.39,0.39,1162,-1.5,63.8,18,56.7,0.0,0.0
3000000,175,0,1,25,1,0.0,0.14,665,-0.3,72.6,12,33.3,0.0,0.0
12000000,192,1,0,31,0,0.06,0.06,3162,0.0,90.0,33,88.2,0.0,0.0
52500,175,1,0,20,1,0.48,0.0,188,-0.7,89.1,3,100.0,0.0,0.0
50000000,182,0,1,26,1,0.17,0.43,3113,-1.0999999999999996,79.2,34,68.6,0.0,0.0
30000,178,0,1,24,1,0.0,0.0,167,-0.1,85.3,1,40.0,0.0,0.0
20000,185,0,1,18,0,0.0,0.0,3,0.0,100.0,0,0.0,0.0,0.0
2700000,180,0,1,28,1,0.12,0.0,765,0.19999999999999996,90.9,10,73.7,0.0,0.0
4000000,176,0,1,26,1,0.0,0.0,33,0.0,82.5,15,0.0,0.0,0.0
4000000,183,1,0,30,1,0.58,0.13,1406,3.0,79.5,24,65.2,0.0,0.0
3000000,180,0,1,24,0,0.15,0.0,592,0.5,83.0,14,66.7,0.0,0.0
30000000,188,0,1,24,1,0.4,0.09,2002,-1.1999999999999993,82.9,11,63.4,0.0,0.0
22000000,187,0,1,22,1,0.04,0.04,2024,0.5,89.7,25,70.0,0.0,0.0
40000000,185,0,1,29,0,1.02,0.26,3170,9.0,77.0,7,49.2,0.0,0.0
5000000,179,1,0,28,1,0.0,0.08,1177,-0.4,68.9,11,50.0,0.0,0.0
14000000,174,0,1,25,0,0.0,0.11,2548,-1.4,79.2,13,50.7,0.0,0.0
6000000,179,0,1,32,1,0.0,0.05,1808,-0.6,88.3,41,58.3,0.0,0.0
800,180,0,1,19,1,0.0,0.0,62,-0.1,83.3,4,100.0,0.0,0.0
4000000,177,1,0,25,1,0.0,0.45,396,-0.1,75.7,3,54.5,0.0,0.0
2500000,183,0,1,33,1,0.0,0.11,1573,-1.1,79.3,24,64.9,0.0,0.0
5500000,185,0,1,26,1,0.19,0.1,942,0.3999999999999999,84.9,8,50.0,0.0,0.0
64000000,191,0,1,24,1,0.21,0.12,3029,0.20000000000000018,77.4,59,65.6,0.0,0.0
1000000,184,0,1,34,0,0.05,0.0,1700,0.0,86.5,33,55.6,0.0,0.0
9000000,184,0,1,26,1,0.0,0.0,1670,-0.1,89.2,17,66.7,0.0,0.0
4000000,183,1,0,32,1,0.04,0.0,2306,0.8,87.3,28,78.9,0.0,0.0
20000000,193,0,1,24,1,0.0,0.0,3420,0.0,77.9,0,100.0,0.759,28.9
6000000,189,0,1,23,1,0.0,0.0,328,-0.2,91.7,1,50.0,0.0,0.0
5000000,185,0,1,26,1,0.19,0.0,1422,-3.0999999999999996,73.5,9,54.8,0.0,0.0
8000000,190,1,0,24,1,0.13,0.07,1369,-1.2000000000000002,81.5,18,41.7,0.0,0.0
1000000,180,0,1,27,1,0.0,0.0,97,0.0,72.5,2,100.0,0.0,0.0
80000,183,1,0,30,0,0.13,0.09,2064,2.3,73.9,30,66.7,0.0,0.0
95000,190,0,1,23,0,0.13,0.13,717,0.6,75.7,12,71.4,0.0,0.0
